0.2170783	33.65086	26.45912	0.2628137	4.12603	0.2924694	35.78922	12	0.2924694
0.3337041	34.9113	-11.62661	0.2093811	4.474361	0.4168806	34.30114	11	0.4317052
0.632394	44.65896	4.034949	0.04413025	0.4235692	0.8016961	45.35823	12	0.8016961
0.6283853	41.12577	4.300078	0.04837661	0.5478293	0.76881	41.84062	12	0.76881
0.5942457	68.09663	7.157261	0.0663145	1.102395	0.6865644	68.80752	8	0.79148
0.6139715	39.32173	4.220465	0.04961224	0.7669666	0.7139478	39.84448	9	0.7891988
0.6670335	41.87519	5.071416	0.02865149	0.3378823	0.8020133	42.5236	12	0.8020133
0.6884169	58.7025	-1.719676	0.0681838	0.7496223	0.83295	58.5928	12	0.83295
0.7006459	61.22438	5.751461	0.05534655	0.6216341	0.8421294	62.0863	12	0.8421294
0.7197705	61.4774	6.941637	0.06164665	0.6790257	0.8640844	62.50263	12	0.8640844
0.7365842	61.37169	6.900963	0.06902855	0.7678903	0.8796839	62.33252	12	0.8796839
0.6918479	83.89002	7.258195	0.05475555	0.9726268	0.7765478	84.58195	7	0.9167311
0.7174571	47.25662	1.487415	0.05035431	0.7745886	0.8319556	47.21212	12	0.8319556
0.787496	74.35934	3.899438	0.06023028	0.6351186	0.9390667	75.00777	12	0.9390667
0.809599	79.53442	1.167181	0.05119393	0.5051502	0.96363	79.68064	12	0.96363
0.8125986	39.03786	3.031372	0.07298396	0.80862	0.95074	39.28791	12	0.95074
0.7977094	60.10701	2.151728	0.06255365	1.080279	0.8844222	60.34445	7	1.028762
0.8081706	65.70432	5.014418	0.03449281	0.6576997	0.8867922	66.18934	7	1.017653
0.8950868	47.53943	4.011016	0.04661278	0.5196524	1.038133	48.07481	12	1.038133
0.9411505	40.27258	2.652981	0.03546081	0.3781308	1.090813	40.70983	12	1.090813
0.9749855	45.58671	3.582367	0.05014047	0.5244091	1.126592	46.116	12	1.126592
0.9932623	113.664	9.52096	0.2249566	2.282152	1.148183	114.8483	12	1.148183
1.095304	64.30459	4.009393	0.06489787	0.7114871	1.241057	64.85871	12	1.241057
1.24393	71.93458	4.896128	0.05276065	0.5746806	1.389942	72.65945	12	1.389942
1.258918	60.09749	5.679692	0.03692809	0.4178381	1.399243	60.90342	12	1.399243
1.271171	33.36445	1.158587	0.04219291	0.4980755	1.405948	33.4281	12	1.405948
1.301577	54.32423	5.032173	0.05251533	0.6070593	1.439468	55.11383	12	1.439468
1.321358	46.03404	4.383356	0.0343709	0.4000385	1.458209	46.67477	12	1.458209
1.324319	44.21661	3.110704	0.0478048	0.6251934	1.4434	44.55367	10	1.496662
1.334767	42.53273	2.759498	0.04651406	0.6632976	1.444689	42.75608	10	1.493495
1.40295	54.58714	4.385747	0.07456116	0.7501687	1.561553	55.11548	12	1.561553
1.487457	64.08845	-0.2099021	0.05177478	0.3986923	1.696751	63.94863	12	1.696751
1.441497	46.46908	2.530884	0.04426342	0.5239188	1.576091	46.82153	12	1.576091
1.500568	43.05179	3.577778	0.03836231	0.3505054	1.665842	43.72723	12	1.665842
1.459593	68.64311	6.476134	0.06545117	0.8315441	1.599697	69.58235	11	1.625559
1.478178	50.6061	3.688932	0.07096013	0.859072	1.600941	50.94268	11	1.625892
1.51805	45.45598	3.477883	0.05898388	0.6821753	1.655114	45.86365	12	1.655114
1.571508	72.12527	6.089216	0.04154855	0.4629677	1.714461	72.87052	12	1.714461
1.591381	52.86147	4.688936	0.02700315	0.3054393	1.732729	53.66585	12	1.732729
1.611812	55.35012	4.459321	0.04814248	0.5455617	1.751699	55.79516	12	1.751699
1.605196	40.8029	3.757589	0.02976649	0.4282569	1.714285	41.24953	10	1.762719
1.670069	48.59005	3.744569	0.04258326	0.4958915	1.806534	49.18705	12	1.806534
1.687954	41.25013	3.355802	0.04155434	0.4938858	1.821872	41.66241	12	1.821872
1.718762	75.87049	5.941256	0.06420254	0.67444	1.862982	76.49601	12	1.862982
1.742159	68.89053	3.262521	0.02757779	0.2893736	1.894194	69.45641	12	1.894194
1.74226	70.36693	6.57778	0.04540428	0.5372097	1.876724	71.20711	11	1.903448
1.752398	61.01499	6.723135	0.03487016	0.4426763	1.877149	61.968	11	1.902015
1.782762	55.57038	5.433162	0.07049054	0.8098019	1.937252	56.19212	12	1.937252
1.808545	53.09745	5.469683	0.04992683	0.5788653	1.945352	53.68003	12	1.945352
1.829916	53.81643	6.482265	0.05595843	0.6384492	1.969296	54.81569	12	1.969296
1.845302	73.84929	5.80888	0.07900304	0.9264599	1.979996	74.57723	11	2.006896
1.855796	51.06804	6.391031	0.06425169	0.8101046	1.981405	51.71521	11	2.006476
1.894337	75.40819	7.323314	0.05879807	0.6471872	2.039351	76.43107	12	2.039351
1.910897	55.60861	5.670665	0.05013624	0.5674409	2.051896	56.62995	12	2.051896
1.924776	40.44178	2.868319	0.07881661	0.9393822	2.058392	40.7376	12	2.058392
1.951744	56.54531	5.741796	0.05135941	0.5908941	2.090582	57.2964	12	2.090582
1.998821	56.42354	4.764401	0.08579504	0.9752513	2.13904	56.82656	12	2.13904
2.015591	67.29947	4.74694	0.06084089	0.6818242	2.157802	67.87758	12	2.157802
2.029221	48.88635	2.823666	0.04603862	0.5376966	2.165883	49.42463	12	2.165883
2.060189	66.85244	3.413627	0.07698367	0.8396233	2.197827	67.3698	12	2.197827
2.081017	95.2763	5.471156	0.1195179	1.24703	2.234126	96.49814	12	2.234126
2.091885	76.77886	5.193849	0.05674378	0.62697	2.236196	77.38913	12	2.236196
2.115934	76.94797	6.653165	0.07744268	0.8414242	2.262916	77.68769	12	2.262916
