2.201247	57.91352	4.511822	0.06399353	0.6327525	2.360779	58.86663	12	2.360779
2.200115	65.36489	3.493131	0.1020199	1.102873	2.344811	65.86751	11	2.374112
2.227997	79.43324	6.883685	0.07281615	0.7091555	2.391667	80.69572	12	2.391667
2.252206	112.4684	9.414885	0.1075164	0.9964862	2.423625	114.289	12	2.423625
2.232633	75.17939	3.670117	0.03965945	0.4641213	2.369821	75.64959	10	2.42956
2.280354	65.58928	7.276104	0.07779164	0.6654767	2.427056	66.61042	10	2.49089
2.278532	76.36489	3.297441	0.06353268	0.6348873	2.438413	76.95381	12	2.438413
2.2219	110.2417	6.189028	0.1547507	2.547267	2.312356	111.4255	7	2.46339
2.256577	58.06509	4.065866	0.1031993	1.21176	2.379056	58.81906	9	2.46708
2.317838	47.74803	3.850843	0.06727111	0.6259702	2.489083	48.57702	12	2.489083
2.363852	107.3812	8.167685	0.1282381	1.216744	2.531529	108.9471	12	2.531529
2.377242	49.5344	3.638409	0.05890963	0.5642538	2.542263	50.18511	12	2.542263
2.353835	47.28313	6.542978	0.04538846	0.5363034	2.485378	48.31429	10	2.544383
2.389752	55.51993	1.565678	0.05901884	0.5935498	2.548122	56.01555	12	2.548122
2.410826	66.49842	4.440722	0.09757692	0.9678869	2.573522	67.34978	12	2.573522
2.379279	65.33464	3.265654	0.06766287	0.8936756	2.49549	65.78608	9	2.583372
2.441483	43.12015	2.705656	0.02788024	0.2562068	2.605321	43.72909	12	2.605321
2.466681	58.63237	3.638342	0.0682828	0.6687786	2.629467	59.34165	12	2.629467
2.507137	50.06873	1.107673	0.04007069	0.3881541	2.670978	50.3446	12	2.670978
2.552436	40.22918	2.10617	0.05114236	0.4559	2.732498	40.73163	12	2.732498
3.057064	69.34387	4.765432	0.0638107	0.757866	3.189582	70.2231	10	3.248249
3.188067	35.36656	2.730719	0.06801058	0.5944298	3.369981	35.91094	12	3.369981
3.188129	54.33582	4.413455	0.06397155	0.6197854	3.351875	55.09476	12	3.351875
3.205872	79.38955	5.315944	0.06653842	0.6474162	3.368996	80.34788	12	3.368996
3.225557	45.67985	3.916668	0.05115988	0.4936331	3.392322	46.58011	12	3.392322
3.170263	69.40932	7.900839	0.05966914	1.149017	3.246996	69.92303	12	3.246996
3.236575	72.60809	4.879277	0.03317953	0.4366229	3.35484	73.29045	9	3.443126
3.327769	33.45125	1.562976	0.0739874	0.6309406	3.5124	33.8184	12	3.5124
3.362036	42.94338	3.209963	0.0773219	0.6837887	3.530928	43.90328	12	3.530928
3.379381	43.28903	1.08066	0.04965362	0.4889815	3.54028	43.49087	12	3.54028
3.399905	72.89901	6.251337	0.05681325	0.5621951	3.561438	74.12474	12	3.561438
3.421561	68.39103	3.452346	0.045916	0.4425878	3.586116	68.95769	12	3.586116
3.441652	83.18715	7.680401	0.07512713	0.7279365	3.605554	84.5306	12	3.605554
3.52045	45.63466	3.459082	0.05318246	0.5147724	3.686027	46.4318	12	3.686027
3.556608	44.9763	4.284075	0.06174356	0.5610365	3.730366	45.63045	12	3.730366
3.555434	59.57464	2.352567	0.0439314	0.4418161	3.713838	59.93003	12	3.713838
3.580718	52.05954	3.102836	0.0529601	0.5235544	3.741937	52.8999	12	3.741937
3.589924	53.45026	3.341255	0.05981861	0.5769602	3.755234	54.11377	12	3.755234
